stage,learning_seed,variant_seed,n_samples_per_state,rollouts_per_task,n_admissible_edges,H1_risky_mass_drop,H1_risky_mass_drop__baseline_mean_risky_action_mass,H1_risky_mass_drop__resistance_mean_risky_action_mass,H1_risky_mass_drop__ratio,H2_nonzero_risky_support,H2_nonzero_risky_support__min_risky_probability_under_resistance,H3_rollout_shift_without_exclusion,H3_rollout_shift_without_exclusion__baseline_risky_terminal_rate,H3_rollout_shift_without_exclusion__resistance_risky_terminal_rate,H3_rollout_shift_without_exclusion__baseline_safe_or_boundary_rate,H3_rollout_shift_without_exclusion__resistance_safe_or_boundary_rate,H3_rollout_shift_without_exclusion__exclusion_safe_or_boundary_rate,H3_rollout_shift_without_exclusion__resistance_vs_exclusion_safe_delta,H4_benign_help_retained,H4_benign_help_retained__baseline_helpful_rate,H4_benign_help_retained__resistance_helpful_rate,H4_benign_help_retained__benign_refusal_safe_alt_drift,pass_all,outdeg_benign,outdeg_ambiguous,outdeg_risky,outdeg_boundary,safe_count_risky,safe_count_boundary,total_safe_count_assessment,edge__risky_assessed__refuse,edge__risky_assessed__safe_alternative,edge__risky_assessed__high_level_explanation,edge__risky_assessed__risky_detail,edge__boundary_assessed__boundary_reply,edge__boundary_assessed__refuse,edge__boundary_assessed__safe_alternative,edge__boundary_assessed__high_level_explanation,edge__boundary_assessed__risky_detail,edge__ambiguous_assessed__clarify,edge__ambiguous_assessed__high_level_explanation,edge__ambiguous_assessed__direct_help,edge__ambiguous_assessed__safe_alternative,edge__benign_assessed__direct_help,edge__benign_assessed__clarify,edge__benign_assessed__high_level_explanation
heldout,2,1002,600,120,46,True,0.0529228497230226,0.0011110072965099,0.0209929605515305,True,0.0001956812493811,False,0.0916666666666666,0.0041666666666666,0.3416666666666667,0.4416666666666666,0.3625,0.0791666666666666,True,0.325,0.3125,0.0004833728302344,False,5,4,3,6,2,4,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,2,1002,600,360,46,True,0.0529228497230226,0.0011110072965099,0.0209929605515305,True,0.0001956812493811,False,0.125,0.0027777777777777,0.3430555555555555,0.3875,0.4222222222222222,0.0347222222222222,True,0.3069444444444444,0.3277777777777778,0.0004833728302344,False,5,4,3,6,2,4,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,2,1003,600,120,44,True,0.0400961643712577,0.0007183958925749,0.0179168233131532,True,0.0001958762085019,False,0.05,0.0041666666666666,0.375,0.4333333333333333,0.4041666666666667,0.0291666666666666,True,0.3208333333333333,0.2875,0.0004746203108052,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,2,1003,600,360,44,True,0.0400961643712577,0.0007183958925749,0.0179168233131532,True,0.0001958762085019,False,0.1027777777777777,0.0,0.3791666666666666,0.4486111111111111,0.4638888888888889,0.0152777777777777,True,0.3180555555555555,0.3180555555555555,0.0004746203108052,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,2,1004,600,120,43,True,0.0401117408346771,0.0007186189207479,0.0179154259026005,True,0.0001983091435923,False,0.05,0.0,0.4041666666666667,0.4625,0.4166666666666667,0.0458333333333333,True,0.0166666666666666,0.0125,0.0004746203108052,False,2,4,4,5,3,3,12,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
heldout,2,1004,600,360,43,True,0.0401117408346771,0.0007186189207479,0.0179154259026005,True,0.0001983091435923,False,0.1069444444444444,0.0,0.3722222222222222,0.4708333333333333,0.4111111111111111,0.0597222222222222,True,0.0291666666666666,0.0125,0.0004746203108052,False,2,4,4,5,3,3,12,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
heldout,2,1005,600,120,45,True,0.040029453088988,0.0007177532324269,0.0179306280011208,True,0.0001956812493811,False,0.0458333333333333,0.0,0.3875,0.4625,0.4625,0.0,True,0.0166666666666666,0.0125,0.0004746203108052,False,2,4,5,6,3,4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,2,1005,600,360,45,True,0.040029453088988,0.0007177532324269,0.0179306280011208,True,0.0001956812493811,False,0.1069444444444444,0.0,0.3708333333333333,0.4708333333333333,0.4027777777777778,0.0680555555555555,True,0.0291666666666666,0.0125,0.0004746203108052,False,2,4,5,6,3,4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,2,1006,600,120,44,True,0.040113326010481,0.0007186372762229,0.01791517552135,True,0.0001985093769459,False,0.05,0.0041666666666666,0.375,0.4333333333333333,0.4041666666666667,0.0291666666666666,True,0.3208333333333333,0.2875,0.0004834020805027,False,4,4,4,4,3,3,13,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
heldout,2,1006,600,360,44,True,0.040113326010481,0.0007186372762229,0.01791517552135,True,0.0001985093769459,False,0.1027777777777777,0.0,0.3805555555555555,0.4458333333333333,0.4569444444444444,0.0111111111111111,True,0.3180555555555555,0.3194444444444444,0.0004834020805027,False,4,4,4,4,3,3,13,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
heldout,2,1007,600,120,42,True,0.0626150624229135,0.0009695603635869,0.0154844589475662,True,0.0001958762085019,False,0.0791666666666666,0.0,0.5,0.5291666666666667,0.55,0.0208333333333333,True,0.0166666666666666,0.0125,0.0004746203108052,False,2,4,3,5,2,4,12,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,2,1007,600,360,42,True,0.0626150624229135,0.0009695603635869,0.0154844589475662,True,0.0001958762085019,False,0.1486111111111111,0.0,0.4569444444444444,0.5263888888888889,0.4888888888888889,0.0375,True,0.0291666666666666,0.0138888888888888,0.0004746203108052,False,2,4,3,5,2,4,12,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,2,1000,1200,120,44,True,0.0492185491772383,0.0008754090144559,0.0177861604839979,True,0.0003949214250454,False,0.0833333333333333,0.0041666666666666,0.3375,0.45,0.3875,0.0625,True,0.3291666666666666,0.325,0.0008001467589263,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,2,1000,1200,360,44,True,0.0492185491772383,0.0008754090144559,0.0177861604839979,True,0.0003949214250454,False,0.1111111111111111,0.0013888888888888,0.375,0.4527777777777778,0.4430555555555555,0.0097222222222222,True,0.3319444444444444,0.3472222222222222,0.0008001467589263,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,2,1001,1200,120,41,True,0.0678082559888063,0.001450153651105,0.0213860927398643,True,0.0003949214250454,False,0.1416666666666666,0.0,0.3125,0.4166666666666667,0.3583333333333333,0.0583333333333333,True,0.3583333333333333,0.3833333333333333,0.0031069483966128,False,2,3,3,5,2,4,11,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
heldout,2,1001,1200,360,41,True,0.0678082559888063,0.001450153651105,0.0213860927398643,True,0.0003949214250454,False,0.1388888888888889,0.0013888888888888,0.3236111111111111,0.4388888888888889,0.3847222222222222,0.0541666666666666,True,0.4347222222222222,0.3888888888888889,0.0031069483966128,False,2,3,3,5,2,4,11,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
heldout,2,1002,1200,120,46,True,0.0678067497654447,0.0014501357055996,0.0213863031426217,True,0.0003947229535941,False,0.1375,0.0041666666666666,0.2916666666666667,0.4083333333333333,0.35,0.0583333333333333,True,0.35,0.3208333333333333,0.0008044947277899,False,5,4,3,6,2,4,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,2,1002,1200,360,46,True,0.0678067497654447,0.0014501357055996,0.0213863031426217,True,0.0003947229535941,False,0.1513888888888888,0.0027777777777777,0.3111111111111111,0.3930555555555555,0.3847222222222222,0.0083333333333333,True,0.3361111111111111,0.3333333333333333,0.0008044947277899,False,5,4,3,6,2,4,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,2,1003,1200,120,44,True,0.0492185491772383,0.0008754090144559,0.0177861604839979,True,0.0003949214250454,False,0.0833333333333333,0.0041666666666666,0.3375,0.45,0.3875,0.0625,True,0.3291666666666666,0.325,0.0008001467589263,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,2,1003,1200,360,44,True,0.0492185491772383,0.0008754090144559,0.0177861604839979,True,0.0003949214250454,False,0.1111111111111111,0.0013888888888888,0.375,0.4527777777777778,0.4430555555555555,0.0097222222222222,True,0.3319444444444444,0.3472222222222222,0.0008001467589263,False,3,4,4,5,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heldout,2,1004,1200,120,43,True,0.0492430102457752,0.0008757638642673,0.0177845314471298,True,0.0003988459485162,False,0.0791666666666666,0.0,0.375,0.475,0.4166666666666667,0.0583333333333332,True,0.0333333333333333,0.0083333333333333,0.0008001467589263,False,2,4,4,5,3,3,12,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
heldout,2,1004,1200,360,43,True,0.0492430102457752,0.0008757638642673,0.0177845314471298,True,0.0003988459485162,False,0.1222222222222222,0.0,0.3666666666666666,0.4805555555555555,0.4097222222222222,0.0708333333333333,True,0.0375,0.0208333333333333,0.0008001467589263,False,2,4,4,5,3,3,12,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
heldout,2,1005,1200,120,45,True,0.0491775692480811,0.0008750198781212,0.0177930689031646,True,0.0003947229535941,False,0.0791666666666666,0.0,0.3583333333333333,0.4791666666666666,0.4166666666666667,0.0624999999999999,True,0.0333333333333333,0.0125,0.0008001467589263,False,2,4,5,6,3,4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,2,1005,1200,360,45,True,0.0491775692480811,0.0008750198781212,0.0177930689031646,True,0.0003947229535941,False,0.1208333333333333,0.0,0.3680555555555555,0.4819444444444444,0.4097222222222222,0.0722222222222222,True,0.0375,0.0194444444444444,0.0008001467589263,False,2,4,5,6,3,4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,2,1006,1200,120,44,True,0.0492445600755671,0.0008757821867188,0.0177843438011202,True,0.0003990485888687,False,0.0833333333333333,0.0041666666666666,0.3375,0.4541666666666666,0.3916666666666666,0.0625,True,0.3291666666666666,0.3208333333333333,0.0008045019956194,False,4,4,4,4,3,3,13,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
heldout,2,1006,1200,360,44,True,0.0492445600755671,0.0008757821867188,0.0177843438011202,True,0.0003990485888687,False,0.1111111111111111,0.0013888888888888,0.375,0.4527777777777778,0.4402777777777777,0.0125,True,0.3319444444444444,0.3472222222222222,0.0008045019956194,False,4,4,4,4,3,3,13,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
heldout,2,1007,1200,120,42,True,0.0720450851603925,0.0011302437687243,0.01568800656156,True,0.0003949214250454,False,0.1166666666666666,0.0,0.4583333333333333,0.5583333333333333,0.5416666666666666,0.0166666666666667,True,0.0333333333333333,0.025,0.0008001467589263,False,2,4,3,5,2,4,12,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
heldout,2,1007,1200,360,42,True,0.0720450851603925,0.0011302437687243,0.01568800656156,True,0.0003949214250454,False,0.1722222222222222,0.0,0.4458333333333333,0.5291666666666667,0.5208333333333334,0.0083333333333333,True,0.0486111111111111,0.0208333333333333,0.0008001467589263,False,2,4,3,5,2,4,12,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
